Archivo,Target,Método,FechaIni,FechaFin,RMSE,Baseline,Estado
df_semanal_3.csv,target_IWF,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_IWM,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_JNK,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_LQD,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_MCHI,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_MDY,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_MTUM,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_QQQ,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_QUAL,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_SCHD,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_SLV,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_SPY,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_TIP,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_TLT,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_USMV,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_USO,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_VEA,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_VIG,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_VLUE,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_VNQ,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_VOO,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_VTI,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_VTV,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_VUG,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_VWO,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_XLB,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_XLE,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_XLF,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_XLI,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_XLK,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_XLP,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_XLRE,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_XLU,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_XLV,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_XLY,Ridge,,,,,PENDIENTE
df_semanal_3.csv,target_AGG,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_BND,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_DBC,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_DIA,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_DVY,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_EEM,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_EFA,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_EWG,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_EWJ,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_EWQ,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_EWT,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_EWU,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_EWZ,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_FXI,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_HYG,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_IEF,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_IEFA,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_IEMG,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_IJR,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_INDA,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_ITOT,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_IVV,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_IWD,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_IWF,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_IWM,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_JNK,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_LQD,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_MCHI,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_MDY,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_MTUM,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_QQQ,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_QUAL,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_SCHD,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_SLV,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_SPY,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_TIP,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_TLT,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_USMV,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_USO,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_VEA,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_VIG,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_VLUE,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_VNQ,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_VOO,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_VTI,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_VTV,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_VUG,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_VWO,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_XLB,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_XLE,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_XLF,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_XLI,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_XLK,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_XLP,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_XLRE,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_XLU,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_XLV,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_XLY,RandomForestRegressor,,,,,PENDIENTE
df_semanal_3.csv,target_AGG,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_BND,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_DBC,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_DIA,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_DVY,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_EEM,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_EFA,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_EWG,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_EWJ,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_EWQ,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_EWT,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_EWU,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_EWZ,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_FXI,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_HYG,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_IEF,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_IEFA,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_IEMG,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_IJR,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_INDA,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_ITOT,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_IVV,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_IWD,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_IWF,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_IWM,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_JNK,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_LQD,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_MCHI,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_MDY,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_MTUM,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_QQQ,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_QUAL,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_SCHD,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_SLV,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_SPY,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_TIP,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_TLT,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_USMV,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_USO,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_VEA,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_VIG,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_VLUE,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_VNQ,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_VOO,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_VTI,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_VTV,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_VUG,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_VWO,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_XLB,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_XLE,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_XLF,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_XLI,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_XLK,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_XLP,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_XLRE,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_XLU,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_XLV,XGBoost,,,,,PENDIENTE
df_semanal_3.csv,target_XLY,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_AGG,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_BND,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_DBC,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_DIA,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_DVY,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_EEM,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_EFA,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_EWG,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_EWJ,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_EWQ,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_EWT,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_EWU,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_EWZ,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_FXI,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_HYG,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_IEF,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_IEFA,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_IEMG,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_IJR,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_INDA,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_ITOT,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_IVV,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_IWD,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_IWF,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_IWM,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_JNK,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_LQD,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_MCHI,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_MDY,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_MTUM,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_QQQ,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_QUAL,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_SCHD,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_SLV,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_SPY,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_TIP,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_TLT,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_USMV,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_USO,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_VEA,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_VIG,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_VLUE,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_VNQ,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_VOO,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_VTI,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_VTV,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_VUG,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_VWO,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_XLB,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_XLE,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_XLF,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_XLI,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_XLK,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_XLP,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_XLRE,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_XLU,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_XLV,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_XLY,LinearRegression,,,,,PENDIENTE
df_semanal_4.csv,target_AGG,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_BND,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_DBC,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_DIA,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_DVY,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_EEM,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_EFA,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_EWG,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_EWJ,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_EWQ,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_EWT,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_EWU,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_EWZ,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_FXI,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_HYG,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_IEF,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_IEFA,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_IEMG,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_IJR,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_INDA,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_ITOT,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_IVV,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_IWD,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_IWF,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_IWM,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_JNK,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_LQD,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_MCHI,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_MDY,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_MTUM,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_QQQ,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_QUAL,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_SCHD,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_SLV,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_SPY,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_TIP,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_TLT,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_USMV,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_USO,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_VEA,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_VIG,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_VLUE,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_VNQ,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_VOO,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_VTI,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_VTV,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_VUG,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_VWO,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_XLB,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_XLE,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_XLF,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_XLI,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_XLK,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_XLP,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_XLRE,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_XLU,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_XLV,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_XLY,Ridge,,,,,PENDIENTE
df_semanal_4.csv,target_AGG,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_BND,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_DBC,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_DIA,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_DVY,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_EEM,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_EFA,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_EWG,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_EWJ,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_EWQ,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_EWT,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_EWU,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_EWZ,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_FXI,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_HYG,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_IEF,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_IEFA,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_IEMG,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_IJR,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_INDA,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_ITOT,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_IVV,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_IWD,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_IWF,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_IWM,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_JNK,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_LQD,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_MCHI,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_MDY,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_MTUM,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_QQQ,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_QUAL,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_SCHD,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_SLV,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_SPY,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_TIP,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_TLT,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_USMV,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_USO,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_VEA,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_VIG,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_VLUE,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_VNQ,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_VOO,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_VTI,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_VTV,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_VUG,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_VWO,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_XLB,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_XLE,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_XLF,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_XLI,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_XLK,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_XLP,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_XLRE,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_XLU,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_XLV,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_XLY,RandomForestRegressor,,,,,PENDIENTE
df_semanal_4.csv,target_AGG,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_BND,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_DBC,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_DIA,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_DVY,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_EEM,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_EFA,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_EWG,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_EWJ,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_EWQ,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_EWT,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_EWU,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_EWZ,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_FXI,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_HYG,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_IEF,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_IEFA,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_IEMG,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_IJR,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_INDA,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_ITOT,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_IVV,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_IWD,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_IWF,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_IWM,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_JNK,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_LQD,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_MCHI,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_MDY,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_MTUM,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_QQQ,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_QUAL,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_SCHD,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_SLV,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_SPY,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_TIP,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_TLT,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_USMV,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_USO,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_VEA,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_VIG,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_VLUE,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_VNQ,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_VOO,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_VTI,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_VTV,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_VUG,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_VWO,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_XLB,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_XLE,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_XLF,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_XLI,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_XLK,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_XLP,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_XLRE,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_XLU,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_XLV,XGBoost,,,,,PENDIENTE
df_semanal_4.csv,target_XLY,XGBoost,,,,,PENDIENTE
