Archivo,Metodo,Target,RMSE,RMSE_baseline,RMSE_zeros,MAE,MAE_baseline,MAE_zeros,Alpha,Valor_Real,Prediccion,Valor_Baseline,Valor_Zeros,Fecha_Semana
adj_close.csv,ARIMA,AGG,9.223e-05,0.00116406,2.595e-05,9.223e-05,0.00116406,2.595e-05,"ARIMA(2, 0, 0)",-2.595e-05,6.628e-05,-0.00119001,0.0,2025-W45
adj_close.csv,ARIMA,AGG,0.00026952,0.00037364,0.00039959,0.00026952,0.00037364,0.00039959,"ARIMA(2, 0, 0)",-0.00039959,-0.00013007,-2.595e-05,0.0,2025-W46
adj_close.csv,ARIMA,AGG,0.00087187,0.00127765,0.00087806,0.00087187,0.00127765,0.00087806,"ARIMA(2, 0, 0)",0.00087806,6.19e-06,-0.00039959,0.0,2025-W47
adj_close.csv,ARIMA,AGG,0.0010084,6.6e-05,0.00094405,0.0010084,6.6e-05,0.00094405,"ARIMA(2, 0, 0)",0.00094405,-6.435e-05,0.00087806,0.0,2025-W48
adj_close.csv,ARIMA,AGG,0.00100119,0.00186962,0.00092556,0.00100119,0.00186962,0.00092556,"ARIMA(2, 0, 0)",-0.00092556,7.562e-05,0.00094405,0.0,2025-W49
adj_close.csv,ARIMA,AGG,0.00056422,0.00048521,0.00044035,0.00056422,0.00048521,0.00044035,"ARIMA(2, 0, 0)",-0.00044035,0.00012386,-0.00092556,0.0,2025-W50
adj_close.csv,ARIMA,AGG,0.00081679,0.00116743,0.00072708,0.00081679,0.00116743,0.00072708,"ARIMA(2, 0, 0)",0.00072708,-8.972e-05,-0.00044035,0.0,2025-W51
adj_close.csv,ARIMA,AGG,0.00056403,0.00022676,0.00050031,0.00056403,0.00022676,0.00050031,"ARIMA(2, 0, 0)",0.00050031,-6.372e-05,0.00072708,0.0,2025-W52
adj_close.csv,ARIMA,AGG,0.00054125,0.00097558,0.00047527,0.00054125,0.00097558,0.00047527,"ARIMA(2, 0, 0)",-0.00047527,6.598e-05,0.00050031,0.0,2026-W01
adj_close.csv,ARIMA,AGG,0.00055622,0.00109525,0.00061998,0.00055622,0.00109525,0.00061998,"ARIMA(2, 0, 0)",0.00061998,6.376e-05,-0.00047527,0.0,2026-W02
adj_close.csv,ARIMA,AGG,0.00015493,0.00083975,0.00021977,0.00015493,0.00083975,0.00021977,"ARIMA(2, 0, 0)",-0.00021977,-6.484e-05,0.00061998,0.0,2026-W03
