Archivo,Metodo,Target,RMSE,RMSE_baseline,RMSE_zeros,MAE,MAE_baseline,MAE_zeros,Alpha,Valor_Real,Prediccion,Valor_Baseline,Valor_Zeros,Fecha_Semana
adj_close.csv,ARIMA,DBC,0.00296579,0.00871759,0.00205721,0.00296579,0.00871759,0.00205721,"ARIMA(0, 0, 1)",0.00205721,-0.00090858,0.0107748,0.0,2026-W05
adj_close.csv,ARIMA,DBC,0.03688494,0.03916797,0.03711076,0.03688494,0.03916797,0.03711076,"ARIMA(0, 0, 1)",-0.03711076,-0.00022581,0.00205721,0.0,2026-W06
adj_close.csv,ARIMA,DIA,0.00154792,8.83e-05,0.00149335,0.00154792,8.83e-05,0.00149335,"ARIMA(0, 0, 1)",0.00149335,-5.457e-05,0.00140506,0.0,2024-W30
adj_close.csv,ARIMA,DIA,0.00434911,0.00589647,0.00440312,0.00434911,0.00589647,0.00440312,"ARIMA(0, 0, 1)",-0.00440312,-5.401e-05,0.00149335,0.0,2024-W31
adj_close.csv,ARIMA,DIA,0.00116159,0.00340347,0.00099965,0.00116159,0.00340347,0.00099965,"ARIMA(0, 0, 1)",-0.00099965,0.00016194,-0.00440312,0.0,2024-W32
adj_close.csv,ARIMA,DIA,0.00590175,0.0069426,0.00594295,0.00590175,0.0069426,0.00594295,"ARIMA(0, 0, 1)",0.00594295,4.12e-05,-0.00099965,0.0,2024-W33
adj_close.csv,ARIMA,DIA,0.00271152,0.00345566,0.00248729,0.00271152,0.00345566,0.00248729,"ARIMA(0, 0, 1)",0.00248729,-0.00022423,0.00594295,0.0,2024-W34
adj_close.csv,ARIMA,DIA,0.00220454,0.00037142,0.00211587,0.00220454,0.00037142,0.00211587,"ARIMA(0, 0, 1)",0.00211587,-8.866e-05,0.00248729,0.0,2024-W35
adj_close.csv,ARIMA,DIA,0.00708481,0.00926896,0.00715309,0.00708481,0.00926896,0.00715309,"ARIMA(0, 0, 1)",-0.00715309,-6.828e-05,0.00211587,0.0,2024-W36
adj_close.csv,ARIMA,DIA,0.00485189,0.01226434,0.00511125,0.00485189,0.01226434,0.00511125,"ARIMA(0, 0, 1)",0.00511125,0.00025936,-0.00715309,0.0,2024-W37
adj_close.csv,ARIMA,DIA,0.00351418,0.00182264,0.00328861,0.00351418,0.00182264,0.00328861,"ARIMA(0, 0, 1)",0.00328861,-0.00022556,0.00511125,0.0,2024-W38
adj_close.csv,ARIMA,DIA,0.00127563,0.00216001,0.00112861,0.00127563,0.00216001,0.00112861,"ARIMA(0, 0, 1)",0.00112861,-0.00014703,0.00328861,0.0,2024-W39
adj_close.csv,ARIMA,DIA,0.00026916,0.00091122,0.00021738,0.00026916,0.00091122,0.00021738,"ARIMA(0, 0, 1)",0.00021738,-5.178e-05,0.00112861,0.0,2024-W40
adj_close.csv,ARIMA,DIA,0.00250822,0.00227992,0.0024973,0.00250822,0.00227992,0.0024973,"ARIMA(0, 0, 1)",0.0024973,-1.092e-05,0.00021738,0.0,2024-W41
adj_close.csv,ARIMA,DIA,0.00198564,0.00061266,0.00188464,0.00198564,0.00061266,0.00188464,"ARIMA(0, 0, 1)",0.00188464,-0.000101,0.0024973,0.0,2024-W42
adj_close.csv,ARIMA,DIA,0.00531145,0.00727276,0.00538812,0.00531145,0.00727276,0.00538812,"ARIMA(0, 0, 1)",-0.00538812,-7.667e-05,0.00188464,0.0,2024-W43
adj_close.csv,ARIMA,DIA,0.00056562,0.0050459,0.00034222,0.00056562,0.0050459,0.00034222,"ARIMA(0, 0, 1)",-0.00034222,0.0002234,-0.00538812,0.0,2024-W44
adj_close.csv,ARIMA,DIA,0.00913094,0.00949629,0.00915407,0.00913094,0.00949629,0.00915407,"ARIMA(0, 0, 1)",0.00915407,2.313e-05,-0.00034222,0.0,2024-W45
adj_close.csv,ARIMA,DIA,0.0020467,0.0115936,0.00243953,0.0020467,0.0115936,0.00243953,"ARIMA(0, 0, 1)",-0.00243953,-0.00039283,0.00915407,0.0,2024-W46
adj_close.csv,ARIMA,DIA,0.00384537,0.00638191,0.00394237,0.00384537,0.00638191,0.00394237,"ARIMA(0, 0, 1)",0.00394237,9.701e-05,-0.00243953,0.0,2024-W47
adj_close.csv,ARIMA,DIA,0.00407378,6.324e-05,0.00387913,0.00407378,6.324e-05,0.00387913,"ARIMA(0, 0, 1)",0.00387913,-0.00019465,0.00394237,0.0,2024-W48
adj_close.csv,ARIMA,DIA,0.0011262,0.00518981,0.00131067,0.0011262,0.00518981,0.00131067,"ARIMA(0, 0, 1)",-0.00131067,-0.00018447,0.00387913,0.0,2024-W49
adj_close.csv,ARIMA,DIA,0.00356293,0.00219976,0.00351043,0.00356293,0.00219976,0.00351043,"ARIMA(0, 0, 1)",-0.00351043,5.249e-05,-0.00131067,0.0,2024-W50
