Date,AGG,BIL,BND,DBC,DIA,DVY,EEM,EFA,EWG,EWJ,EWQ,EWT,EWU,EWY,EWZ,FXI,GLD,HYG,IAU,IEF,IEFA,IEMG,IJR,INDA,ITOT,IVV,IWD,IWF,IWM,JNK,LQD,MCHI,MDY,MTUM,QQQ,QUAL,SCHD,SHY,SLV,SPY,TIP,TLT,USMV,USO,VEA,VIG,VLUE,VNQ,VOO,VTI,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2021-07-02,4312800,638800,4315700,1730200,3013500,298400,24289100,13712600,1447900,5253700,410400,2348900,1380300,1911800,28071600,16276500,7873600,11464800,10053600,5071900,5719300,6448200,4312900,1653700,1399400,3920000,2264600,1443400,21029700,3083900,6896200,2202300,1036300,377400,32727200,796400,3410400,1863400,21322000,57697700,5318400,9650200,1542600,4438300,7998700,1378200,635300,4451800,4363100,3026400,1741700,681300,9074600,12341200,30471800,27018400,9911600,12780000,20733300,3992900,18629400,12327900,5803400
2021-07-06,7372900,654200,5711600,3977200,3910600,480100,38126800,21289800,2588700,4459100,683500,2954500,3055900,2883300,30584800,27165200,7932100,17784300,9728800,9095300,5973000,6303000,3439800,2469400,2003200,4966700,2175400,989600,27771300,5273600,11499900,3017400,1327100,491300,38842400,1114800,5560500,3158600,23825300,68710400,5628600,20037200,1763300,10848100,7103900,1208400,1002100,4478800,4331300,4147200,2848300,778600,8443800,12216600,68446200,49225300,11564100,11870600,7595700,5002400,18156400,11413100,7792000
2021-07-07,7786400,820700,5933900,3163300,3347000,437100,25651700,21686400,3645500,5445100,1424800,3788100,2742000,2796500,29100500,17880100,7108900,11463700,14872300,7456400,7414400,6158100,2869700,2003300,1513400,4430900,2500300,1212500,28521500,4203500,16902400,3733700,865600,705400,35265200,3849800,4348800,1723000,24910700,63549500,3739500,20964400,2574300,10566400,8151000,1136100,1611400,5085500,4747800,4042200,2431900,891800,8505200,13178600,60823800,43747100,14971800,14883800,7880500,4634400,24199200,18435700,6694200
2021-07-08,6538400,934200,6991200,4342400,6379900,468000,45146300,24175500,3425400,6309100,2160300,3559400,2883200,4283400,32604300,35008900,7244300,21936400,12927700,7368000,9736900,10570700,3787000,3047400,3237400,6456900,3511600,1131900,42297900,9695000,17494900,6318800,1108600,668200,50890000,1825500,5113200,1440800,22355000,97595200,3737400,17487800,2937600,6350400,13796500,1934600,1509100,6426800,5817100,4486100,3471100,740500,9691400,15825600,49379800,75084200,17419300,17086200,9212900,5252900,20513000,8386600,11283400
2021-07-09,4750800,632900,10304900,2181600,5063100,534500,28860500,35200100,3336500,6541600,1426500,3256200,3547300,3364600,13848300,20892100,4997400,17698100,6481300,5531200,7888000,13486700,2502100,2096700,2396400,4312100,3195700,1472200,23976400,5251200,13192600,2423100,1143600,555600,35184500,770800,4080900,1258000,11456600,76238600,2704000,14483600,2562300,4279000,7099500,876500,1288100,5780200,3332200,3886600,2232700,793200,5764300,14981600,51206000,70546500,13341900,9775800,6286900,4090400,21484200,5224200,5632800
2021-07-12,4266600,709400,9073900,2063700,3999800,439600,22116100,11995800,2348400,5932000,1003600,1948300,3023700,2356100,20737900,11539700,7315400,17546700,7361600,3867700,7054300,11126700,11474200,1459900,2185700,4879900,2277700,1293600,16831000,5046300,12577200,1611000,615200,1324900,25717700,651900,4570800,1271000,13849900,52889600,2775100,10610400,2431100,2504700,4810100,1139300,1507200,5627600,2929200,3294600,1804800,772200,5978100,20226200,41353000,62953400,10846500,9619600,7384200,3406600,17323000,9097900,10814600
2021-07-13,5145200,1037700,8583600,2406200,3310200,1418400,29025300,15689500,1525800,3737000,901500,2786200,1190200,2989900,23045600,17991300,7040300,26938600,10917400,6926500,6006100,8134400,2841400,1511300,1087800,4525400,2013200,2256700,25357500,13664600,19922400,2531800,717400,645000,39723000,2844800,3758700,2683300,16394600,52911300,2543200,23340200,2590700,4387200,5872700,1309000,5930500,5474100,4313100,4668400,2276100,1245900,8827900,24708800,49786800,44476200,14881700,15202800,12057600,4764500,22493200,9698800,12392400
2021-07-14,4977400,583500,5036200,1751100,3933300,555000,19739600,14023600,3106700,3230700,532900,2843000,1234400,2308700,25963600,13427200,8830300,16100200,15357500,6029200,5623700,9658000,2931600,1832500,976700,3996400,1855800,1711400,30594100,6333000,14420100,2930600,892200,477700,35336400,782600,3708300,1696000,26679000,64130400,1730300,16038600,1888400,6735300,4406700,1026900,1726300,3397400,3332200,2830200,2230300,1123200,5652100,12376600,66999400,69632700,10140000,12886800,7616100,3942900,20720000,7487000,7484000
2021-07-15,4480900,961800,3423000,2706400,5082600,465500,33310600,21637900,2588500,4064400,1336300,2781800,1695300,2743900,23964000,13922200,6520100,16384800,11238000,5704500,7912000,6240800,3745100,2435800,1120600,3978900,2504600,914800,45477000,6088400,15859100,3869200,645500,458300,53391600,792000,4116900,1396300,13954900,55126400,2419100,18462400,1826800,3927600,7503400,1362700,1485100,2990100,4483900,3276500,2374500,799900,9812900,12688200,59670800,53977600,11071600,12506200,8662500,4138400,28574600,8750600,6667600
2021-07-16,3869500,618600,5725100,2345400,5710400,720300,23386300,23034100,2789800,4813800,1648600,2654200,1683200,2660600,20744300,13862100,9460300,17820400,11083900,3577900,15459200,7345300,4849200,1859300,1061800,4009300,2307700,1710000,36620200,7403200,9624600,5161500,825700,303800,47262000,667500,3848400,1851600,32457000,75874700,1607200,12787900,2820400,4517900,5953800,1310400,1630200,6435400,4516600,3203300,1838100,1124700,7143600,19222200,74253800,56160700,17307200,15080400,8634300,4107200,33106600,6511000,8424200
2021-07-19,6688100,2751000,6493300,4636800,9715300,5139500,33737900,44844800,4168600,10654000,718000,5313100,3435600,4093200,22432700,19439900,6707400,54224700,10133400,20557500,16113000,10685300,5832000,3472000,3369700,10288400,5718100,2575300,58571000,15525800,21808500,4207000,1534100,2235400,64404600,6085500,10718100,9352500,36393400,147987000,4835400,40203900,6238800,8948900,13735600,3504500,3237600,5097800,12336200,6966200,4329300,1044900,11160800,23013400,114994800,89972200,23792700,24254000,20734400,8124900,45585000,19460400,16088400
2021-07-20,8474800,1726400,6762200,6219100,5802200,1057300,37946000,30309900,4187200,6998600,857400,3417600,3052800,3211500,20674500,15981700,6540100,26941300,9453300,8729000,13189700,17931800,4366400,1957000,9559600,8433200,3178500,5009800,40794600,10189100,24764800,2928400,1127000,759100,42183700,1608200,6145200,2405300,25553500,99608200,4167500,25674800,2291100,4781100,7918500,1161400,2176900,4999700,4043100,5362900,2666300,1148700,6426700,21231400,83342000,70635800,20937100,14715600,20404900,4986200,33779200,15053700,9838000
2021-07-21,9686100,1123100,6293000,2844600,3056800,373600,24101400,22928600,3042700,3787600,959100,4346300,3165500,4129400,17995000,11914100,4622600,18522600,5953500,7438300,8313000,7512800,2425700,4084200,1367500,4581700,1906200,1192800,28278700,6979900,22385000,2217300,1207600,942300,30259900,3358900,3898500,2789500,17069000,64724400,4654800,19988900,1892700,6502600,12997700,1296100,3553300,4329100,2996600,2542500,2815800,743600,7511500,13671200,82042600,59975000,14449600,12234000,9366300,4280500,22456800,8295700,8185400
2021-07-22,8176300,680500,4894900,2426000,2429300,323300,27160800,15874000,2429600,3906900,387500,3585100,1831000,2729600,14172800,10301700,4793600,17110500,8203700,6363500,5872900,6022300,3225500,3542300,8678200,3918100,2368600,477300,32879000,8663600,6074900,4602900,812500,404600,30252200,3478200,4411800,2295700,14275000,47878500,3061800,18136900,2654900,4516700,6642400,932500,4630400,3932400,2575700,2236200,1722000,578100,5295300,9453400,47270000,35292300,6318700,9577800,9632100,4127600,22875400,9261100,8061600
2021-07-23,4441000,1078300,8887500,2245300,4142300,706100,31210100,16550600,1976000,4876700,311500,2020100,2113300,3076000,20474700,23712400,5831500,19441000,10059300,6804600,4492000,7167400,3696700,2556600,993700,4093700,2470600,1604800,23660300,5873900,11455300,4977200,577000,6137000,31960800,852600,4689300,1386800,13999100,63766600,17991800,12639300,2012500,2741300,5845200,840200,2835300,4128200,3151900,2982700,1596200,877400,7681900,10392800,46951800,36766900,8055800,12576200,9732400,4995800,16216800,8303800,7008600
2021-07-26,7127400,712500,5427900,1425900,2466600,346700,43701400,14870900,2671500,4731900,569400,3041700,1951400,5143900,16217100,54676500,5229800,15282700,7459000,6179600,8100900,13256200,3165400,3466100,989400,3114700,2080100,1168200,22194200,5664100,8684600,7900100,657300,2147900,28438100,1275200,3163800,2259200,11047700,43719200,6587900,10737700,1642400,2857400,5525000,835100,1326200,2857700,2374300,2849700,1717300,665000,13939000,11820600,47266200,25396000,7488800,8993400,5952200,3699600,17936800,6626500,6895000
2021-07-27,5423800,878600,4344100,2214200,3902600,433900,73640700,20952500,2128700,5217500,428600,4025800,2478600,4542400,22445800,71721000,6300200,19919000,5941000,8621200,8409200,22417700,2889400,4152300,1517500,4245800,2471900,1187500,35063600,10400900,10506100,10704500,757200,754200,57933100,773100,3277200,1387000,27749000,67397100,3591100,13036500,2178200,2654800,7594500,1201300,751300,3096100,3626100,4169600,1901900,903700,20521700,16864400,46888400,38988400,12402200,18089800,14720700,3937400,34285800,9551600,7359800
2021-07-28,5463600,1342100,6636700,1190700,3697700,524400,56446200,19700600,2394500,4851200,577700,4141200,2066100,4792600,21437700,67904000,7905800,15129200,8463600,11533500,7196100,19015100,3124400,3806000,1385700,4454700,3874300,1141100,33043700,5521000,12225700,8115000,574900,644700,42066200,945600,3359400,2438500,19356600,52472400,3485700,14346700,3055700,3104400,6511000,1057200,1407300,3577300,3763700,3306700,2360200,670100,14409300,12214400,39169200,42908200,11996500,13941200,9114100,6457100,24948200,7432600,5973800
2021-07-29,6629500,903400,5201000,1740300,2425700,465200,43339400,23670000,2347600,4415600,465000,2870100,1294900,4177800,10743700,31993600,8119600,18675000,14577600,6203800,4369400,13168200,2682800,2469300,686700,3626700,3621100,1110600,22634800,6067100,15828800,7454400,796300,610000,25672500,1008300,3548400,1197600,28655100,47435300,3453100,11532000,1478500,2657900,8559800,1428200,935600,3357700,2274200,2960900,1835500,523400,9256000,12574800,43794000,41434200,9767700,12030600,8811100,7659100,30247800,5662700,7307400
2021-07-30,5552100,410800,7557200,4256400,3576700,436700,59797000,23997100,1929200,4993200,620300,2543100,1626500,2781300,47806500,23611300,7391700,21062100,7441600,5656400,6771000,18856900,2679300,2483200,1109400,2730700,4224400,1143000,28473000,5787200,11148100,3813100,659400,710100,36484600,812100,3696900,2019300,13908400,68951200,3894300,14342100,1926300,3605700,6454500,901800,1126400,4325800,5204500,2846800,2091800,559900,10373900,11172400,49600600,52385300,12824400,10148800,10403700,4998700,25265200,6634400,9327000
2021-08-02,5753800,597700,4660800,4450600,2827100,394300,40234700,25364000,2059200,5067800,538200,2998100,2960300,4575700,23672600,18268600,10783200,27274400,9210300,19495800,8664000,7577600,7429100,2998600,1691900,3485700,2840700,1597200,24192600,6972600,12042700,4496500,737800,936600,27334100,940800,4251900,3399900,14364300,58783300,10418900,21232700,2024200,5876500,8113600,2682500,673900,4089800,5814700,3558100,2381100,724400,17030800,17010000,57810800,47589900,15925500,12205200,12049800,6819300,23564200,8366300,7303000
2021-08-03,3715300,745100,5297700,2634300,3819300,359500,30589900,19028100,1553200,3739500,553400,1683200,1750500,2531100,26944100,17385700,5402300,16058700,6449100,6627300,5838600,6194300,5104800,2211200,1400000,3191800,3292000,1288700,27798600,6595700,13121700,3266200,899900,1082300,35558500,860100,4041600,1221700,11872500,58053900,2642800,13361900,2705500,8234700,8327900,1088900,995500,5178600,4129600,3245400,2565900,884200,9155700,13131600,64302000,42169600,14814100,10824800,8647700,6669700,25994400,7701700,8445800
2021-08-04,4654300,1067700,3916900,2168900,3118500,516200,32586600,12852000,3614500,3162700,558600,2527000,1474800,2851900,23819000,25099600,9796300,17113300,11130100,7545000,4157300,7003500,2722900,1684900,850100,3126000,2780300,748900,25588500,5383500,14426200,3759400,671600,752100,29602200,835300,5029800,1878600,23504500,46732200,3618200,18267900,2143500,6803000,3984800,770900,1068800,4038300,3880200,3374500,1975200,712700,7944600,10539600,64523800,52346400,16180900,11322800,8886500,4374600,32378000,8322100,7913000
2021-08-05,3283100,488300,4613800,2162400,2261400,854900,15941700,11868900,2825900,2611300,428200,1467200,1144800,3040900,34968000,14741700,8015000,15465700,9588900,5164600,5838700,5735900,2553900,2100400,675900,2741200,1709400,2253900,23915200,3607000,13960900,2555500,744500,678600,21443900,556000,3865500,1400000,14401700,38969700,2912400,15345400,1652000,3124300,4226500,889400,684000,3294800,3052800,2461700,1576300,522300,8354500,13964800,45800000,37168200,12561500,6674600,7063000,5469000,31790800,8240900,5401200
2021-08-06,3812000,694200,4329800,1488200,2123700,689500,36049500,10892500,1248400,2704700,667500,1885200,1336300,2277100,20199800,17649400,13547600,12923200,10527900,7807600,4556600,8748700,3035800,1979800,1108200,2660300,3024000,1416100,24429200,4948100,8641500,4227100,564100,615500,33332100,741600,4249500,2313700,35763900,46930000,2789800,21144300,1598700,5245000,4736400,747400,682400,2753600,2486900,2343100,1612100,634300,9084400,14054200,36214800,58081000,8677100,7602800,13492100,3452600,20000800,6923700,5822200
2021-08-09,5298600,1642900,4541300,2152000,2322500,586300,24062300,7897000,1529900,3586000,263900,2629100,945800,2181300,23598400,21931800,11547000,10788700,10660300,10842500,3371700,7499900,2633700,2051600,733900,1690100,1822500,1695900,17225600,5427000,14166600,3707500,446700,608300,25960200,864700,3432000,1862800,44597700,41222600,3077000,12942400,2117800,5248000,4695800,1087300,1153200,2727800,1984400,3295500,1609100,546800,6354300,10743600,42193400,48015600,7469700,7198200,9054900,3556200,16865200,9852500,5560600
2021-08-10,7332100,937200,4312300,2366600,2841000,522500,15222600,10438200,1759800,2298700,588500,2755900,7975600,3106900,19116800,19495000,6870800,31522900,6401900,7192400,4634700,6651200,2724600,1838900,3788700,2650400,2027400,912500,22681600,9331300,12103500,2834600,1215300,639500,35130800,702100,3235800,1198100,17390800,43339300,2786300,13716900,1481700,4148700,5559200,975800,671900,3771000,2400700,2946700,1756200,715200,6007900,16047400,53283000,40907400,12730900,10421400,11291700,6752900,15834200,5832600,5201000
2021-08-11,6674600,1080500,6494000,1448800,3422500,588400,22374700,14996100,2493000,3690600,371600,3069900,2042500,2925700,20989800,16984400,7382400,15834400,7766700,7254300,4684200,10941200,5037200,1787400,805800,3293900,2200000,880300,25691300,5124400,15902200,2118400,743300,688800,34249800,711700,3741900,1837300,15281500,44034300,2780600,17227600,2186800,5227000,5065000,1109900,1241100,3256700,3554400,3051400,1891900,642900,7275100,16544800,47686200,48372100,12817200,10831600,14992700,4074400,18488800,14512500,5500600
2021-08-12,5017300,616500,4946500,2008900,3118600,562100,25726000,12443200,2303000,3580400,424000,3589800,2163900,3296600,21722100,19496300,5211700,14127800,8755000,6932200,5376500,10845600,2208300,1404000,1575400,4714000,3339600,862700,23269500,8523300,14593200,3210600,512300,413900,25969200,726400,4275000,1792800,17854300,38909400,2904100,14709400,1511500,2808600,5579600,1166600,636800,2891900,2319300,2746000,1435500,660700,7988900,9612600,36517200,44566400,9265300,6947800,6432100,3733000,18920200,8220300,5229400
2021-08-13,4599800,1124700,4329600,1434400,2414900,458000,28396200,14590400,1134400,2954200,280100,3037900,1141200,5014000,20908900,13864100,7466900,10016800,5995000,6896500,3662100,6424100,1859900,3240200,603300,2944500,2110700,765600,20813700,6289800,17846600,3218900,526400,417500,19336200,526100,3357300,1333000,20165300,39470300,1947900,18653800,1602200,3401700,3832100,787500,948900,2601600,2253800,2516000,1514200,518200,6751900,7815800,33050800,43077200,8909300,5630800,8808500,4763300,23580800,7922900,4936400
2021-08-16,3693600,1689700,3918900,1929200,3634600,667600,46222700,19192300,1406800,3193200,395200,4221900,1284500,3008400,17922900,20813900,7776500,12598100,4888000,6928100,5546300,12686900,2233700,3040600,1208700,3331500,2181200,1008800,24074400,5445500,15203000,2830100,435800,561500,34856900,535700,4153800,1797100,13542400,73740000,2545000,19170900,2590500,4733700,8101300,863400,1014800,3166800,3379100,3193200,1984200,780400,9926500,12273400,48258400,48011800,10231100,9493800,7903100,4879200,25796600,8404200,6657600
2021-08-17,5469200,1564100,7168400,2169600,5019600,590700,78463000,23555000,1807100,4005200,1505800,5905500,1669500,3609600,25797900,38465800,7107000,18468400,14918700,7785500,6742200,12787600,2841000,3036400,1349400,7122900,4625300,805600,35161500,9996600,15055900,6179000,814700,931800,44793900,3552300,5718600,1579600,17660400,92673900,3217300,14126900,2886700,3086100,7431900,1234200,1386700,3004300,5186300,3735100,2265000,843800,9863000,14924000,51108200,52414800,15569900,19052600,15666000,4916800,23037200,13874500,11065200
2021-08-18,3981900,925700,4561900,3905400,4038000,438800,42994800,16384700,1552200,3620200,1326900,4093600,1856700,4007400,38656900,29694400,7697900,12147600,12992500,7025800,5274400,12243900,2897800,2974700,1362200,5144200,3586200,1825800,29102300,4339100,9134600,5291900,666800,495100,38541900,975700,4628400,2310100,19311700,89351900,4831500,13144000,2729000,5795500,5289100,1080700,1236400,3439200,4878300,3194100,1990600,628500,9206600,14712800,56305800,39550400,11955100,13481200,10669200,5431500,31411200,12427700,9998200
2021-08-19,4581300,1720600,5345600,5361400,5442200,1010100,63275200,30515300,2729400,6036300,1671100,3312000,2653900,3629700,29628700,32988800,6934300,20026700,8630600,6242600,6010100,11742900,3421400,2719900,1108700,4817200,4255600,1187500,38119900,8737100,15681600,5138800,859000,928700,48499400,885400,6062700,1780800,16659700,92812200,5415900,15474300,4861300,6017300,11441800,1494400,1818900,4069500,5505700,3964500,2104700,808200,16111900,15936200,99256200,48961300,17529700,19291000,13035600,5385100,27723000,11669200,11334600
2021-08-20,2897800,796200,3581200,3023100,3394800,399000,44682100,15774200,1689800,4945000,834000,2680200,1650200,3143000,47180200,33103600,7154000,16784100,6689800,6510200,5339600,9203500,2793900,1981600,917600,4661000,2264400,1568400,31759500,5782500,10782100,4402100,674800,407000,39486000,875400,3156900,1685300,16170000,72008700,2270000,12388400,2809500,4596600,5806100,965000,732200,3238900,3263600,2655100,1918500,653000,11097600,13973600,61587600,33898600,11753000,14769400,10454500,4420700,23581600,7252700,6618400
2021-08-23,6585300,470700,4005500,4885800,3569200,318900,45453900,22524800,1552400,4030800,602700,2624200,1759200,4023900,22031600,30171400,8190500,21933100,6793400,3958500,5634800,7003500,2604900,1808600,863900,4093700,1868800,1114500,25778800,7467200,12064300,7938200,640500,501000,34034700,785900,3688200,1532500,17623900,54973000,2436800,10615000,1889300,4578600,5915700,1036100,1179200,3230600,3259400,3180600,1507400,643000,7661300,8095600,58704400,28807400,8471000,10802400,8794500,4653700,21830800,8471300,6890200
2021-08-24,5875400,808200,5164800,4642200,1981400,291200,51292000,13722900,3329400,6024300,850100,2843800,4724700,3512800,31350700,37310300,4519200,20828100,5068100,3649700,7716100,10701500,2831000,2780400,1061000,2899000,1706200,1094700,18677900,6120500,13782900,6184400,800800,487000,21732900,784800,3104700,1249900,17851300,38744700,3136100,13835900,1550600,4881900,4677000,861600,1520400,2867100,3006500,2772300,1525300,653300,13128400,11059200,45382200,37677300,7593200,9537000,8494200,4291800,25331000,6548100,5791600
2021-08-25,5452000,555200,3904900,2171600,2434700,263700,25272500,12891400,1560100,4446200,549300,2960300,1553300,2887900,21551800,20181900,5588800,19085400,12949100,5874700,7070100,9065100,2632000,1998600,1129700,3255100,1650300,1044700,21548000,5527200,15533600,4689600,586500,350600,20441900,532000,4671300,1319600,15318900,40529700,4473400,16743800,1914100,4801300,7273400,793300,1067800,3329400,3261400,2897000,2089100,653700,7730800,9824400,39817600,47904800,9404200,9430400,8007400,4543600,16329800,6918500,7266600
2021-08-26,4879200,785600,4810900,1958000,3008900,242000,29030600,16927900,3492800,3698700,819700,4803000,1713400,2993700,22250800,29059100,4371900,17676100,7252000,6850600,6312000,7447500,2361000,1386300,1275800,3621800,1998400,1182000,22380300,5835900,14673700,2567700,951200,427400,29133300,1314500,5481000,2078600,15730700,57829600,2627200,16657400,2040000,4904400,4918700,1199900,1545300,2889400,4707600,3352000,1657400,594400,10140100,11541800,41465400,38484300,9951100,12056600,13078000,2861300,16631800,5972100,7394200
2021-08-27,5545600,479900,4780900,2471300,3163700,460300,32971400,24935800,1672300,4057800,403700,3067800,1821800,2937100,18585100,16713100,10036400,18519700,9197800,6360700,6007700,10151000,3440200,3158700,834800,4033900,1681700,1086000,33998500,5584500,11670000,2435600,1350200,534600,27104700,723500,3064500,2774900,38222000,77235100,3107000,15384700,1600500,4109900,5045800,1014700,691100,3059300,3882200,3749800,1445400,614300,5895500,10357400,46202600,38511100,10484200,14088800,9126200,2530500,21005000,8679200,7964800
2021-08-30,3706000,617900,4119000,2648900,2482000,274400,18518900,8142000,1233200,4218800,424200,4235500,2264600,1904900,14945600,15599500,3768600,11640000,4451000,6546200,6085100,5632800,3330700,1834400,954700,2433000,1991300,1114300,20733300,3907500,9119900,3894900,726100,563400,27295700,681400,3612600,1438000,12848400,48357400,2765400,10596300,1402300,3661500,5765000,832800,456000,3600600,2811800,3194000,1746600,651400,13626500,9012600,31817800,30096500,6528200,10026800,5645800,6169800,23691400,6417200,7366600
2021-08-31,6763900,1021300,4974900,2700500,2913800,367100,43226700,18738400,2682500,5026700,1003100,6633300,3977400,3739600,22341400,30038800,6336000,19163900,8040300,7418400,6584500,10224700,3138100,6349300,1099700,3277900,1944100,1795800,20839800,5507300,15644700,4682500,620400,556900,29628200,642300,3486600,2052200,17200000,59300200,4555100,15262400,1953700,4069700,8926100,873300,967600,4210100,6062900,3099400,2510400,770600,14079700,10608800,53873200,49876200,9621200,21971000,8037000,4855300,22580200,9299100,9555800
2021-09-01,4154000,1076800,4792400,7318700,2739200,771800,35980500,30472100,2717000,8814900,1032000,3932500,3088200,3355000,18491600,29113000,4764900,22973500,6416300,11908600,5502500,9174200,4466300,3905500,795900,3788400,1975100,1191600,20451500,9412300,16028100,5959700,840300,783800,28138300,1484200,5623500,1324600,17441700,48721400,11817000,10807100,2583900,8122400,6914500,1171100,1109000,5683100,3256400,3533100,1798400,816300,22058700,14017600,63459800,43976200,13116800,20289800,8399100,9196200,26667400,10571100,8198400
2021-09-02,5427300,673800,4885100,1881600,2390000,331900,24988400,13827400,1530100,9157900,481500,3087400,1651200,2873400,22418300,16794000,4599800,16521300,7755600,2976200,7273100,9374200,4272900,3222100,704700,2695200,2202300,1232800,22810100,5707100,11822200,2611600,917700,478100,25453400,1013400,4252500,1640100,16640000,42501000,2925300,9765900,1860600,6151400,9103400,1006000,774900,5207100,2835500,3274600,1980200,904500,8506000,10631000,61635400,29611500,9633500,21769600,6623300,6576100,20598800,6847800,6715000
2021-09-03,5274300,496300,4059700,3186600,2465400,167400,21311000,16303200,2499700,14312000,583100,1960400,2105200,1512600,22400100,10362700,8353300,6491000,5884300,4988900,5386700,6469900,2515600,2814000,1367500,2622100,1411500,1019900,18213100,4017100,7681300,2135400,629500,285100,24605400,588800,3070200,1136600,28096100,47170500,3100300,12928000,1452000,5343600,11074000,743900,742500,4460700,3740000,2484200,1414300,654100,6490300,22878200,39162800,34847500,9855000,21204800,6010700,5537900,18942000,5632800,6889600
2021-09-07,3579900,1597100,4839700,3736200,3168500,331600,33509700,13967800,2463700,9022800,479500,2669500,3340800,3315600,25236400,29194600,10004600,11728800,10668100,7098600,5072300,8437900,3065200,3047400,1477100,2433700,3306400,1283800,19153400,6156800,14271400,4905700,1054500,310400,23970200,1107500,5416200,1468700,22419700,51671500,3480300,15547800,1640000,3771400,8765400,1254400,723100,4929300,3542500,3256800,1925700,645700,8152100,13864600,42472800,39214900,17842300,19721800,9206300,7162300,26290200,8739100,8750600
2021-09-08,3417500,1053500,4864600,3000900,3075700,523200,53397900,22764200,2160600,4429600,927200,6526700,1810600,3536100,56500300,21434300,6576000,13020900,9204000,6046200,5451700,10225000,3496800,2016700,927400,4076800,1641700,1276100,25241500,4216600,16045000,6991000,818100,379300,32949200,5565800,4637400,1607200,23791200,56181900,2281400,14533700,2431400,4176500,6414000,1064600,935100,4265700,4012600,3027600,2426500,895200,9100300,12420000,43798400,32523900,13561600,11466400,10662900,6704200,29176200,6986200,7385600
2021-09-09,3332600,735500,5504600,1693000,3484700,292900,34707100,18963300,3376300,8012600,410500,4776900,3034700,3140000,62164100,23933600,6641400,23024700,11241500,7009500,6236600,11593300,5794200,2581700,952200,3851600,1989800,1086200,27180500,5647900,18014200,4915800,1126400,563700,29399000,1055900,3582300,1600700,18791200,57970400,3040300,20324600,2438500,7491000,5085500,1397400,989800,6221300,3887800,3265900,2016800,584300,9331500,9871400,50529600,33421000,9406200,11161000,7741500,4573200,16355000,8905600,8714800
2021-09-10,3957300,521700,3711400,2815100,4539000,372300,40329300,26709900,1977800,8440800,709400,2186700,2996600,3179800,44501200,18903800,7426300,16112600,5715800,8147100,8089600,7840700,2971000,2017100,996800,3024000,2483600,842100,24366100,6265300,10776600,3977900,828200,628300,40249400,1212700,4104300,1380200,17930300,89948200,2426500,14894600,2435400,3994500,6200600,1287300,762000,5894700,4035500,3385600,2186200,644000,9145300,17780200,37513000,39350500,9547800,17080200,10269900,6203600,24654400,10561600,9627200
2021-09-13,3954100,5164600,4047300,1456200,5439700,386000,35318400,22335000,1852600,6507600,481200,2977500,2652000,4362300,21417500,18022800,5474300,17136900,5821000,4269300,8015800,13929100,3854800,3195800,972600,3007400,3123100,2198600,34693100,7504100,13159800,4682000,777100,471800,48741800,871400,4018200,1095900,18019700,83738600,3171600,15036100,2066000,3264000,5902300,2229600,652300,5725300,4738300,3312700,3678600,2437900,12018100,15220000,68499600,40357300,12451000,22637800,13798000,5495200,26236400,11676700,11534600
2021-09-14,4183600,4534300,4758300,1092200,3902200,382800,35994400,19177500,4016900,7144100,888400,2675900,1879100,3875600,18839600,28698800,7922900,20108000,7569800,6991000,5666700,12927500,3192600,1991800,1547400,3663700,3033200,1630700,30312600,7594500,16550300,3491100,850200,1032700,41826600,1109200,6301500,1422900,19070100,78197100,3987700,19918400,2315000,2952400,6409500,1962900,721500,3848200,3657700,3158900,2321600,860700,13299400,12087400,58935800,45670600,11493500,18431600,9145500,5234500,28103200,10436300,8461800
2021-09-15,3448500,1465500,6204400,2364100,3267300,1203700,38735100,26233800,2336000,5571100,575900,3210400,1872600,2552900,13910700,25411800,5624900,17069500,6582400,5108900,8892800,8916800,3489500,2549900,1020600,5473300,5122300,2756300,27572000,5787400,14194400,4459000,960300,510400,34097900,661500,4372500,1790500,13448200,78792200,2575600,11940300,1970200,5718000,7809500,1118200,744700,4027400,3891400,2598900,2561500,952400,11561100,12651600,76695000,36371300,9175000,16339200,8824700,4885700,19812800,10299900,10294600
2021-09-16,4265500,1322600,4604000,1259400,3646000,366600,43721300,25765500,2238900,7030400,657300,1858300,6025300,2516500,16551500,25555500,11780400,13859700,8636200,5682700,7927200,11830300,3056700,2805800,774000,2269300,3375400,1223200,22369000,5757100,16282400,3795900,790300,570800,35193100,591400,4325400,1095300,52910400,77786700,1554600,13328900,1733700,2729200,7100200,1033800,477400,3405200,3351500,2537200,1770400,513900,10831000,11250600,60643800,42630200,10516200,16148600,9789900,4685700,31464000,10525700,12171400
2021-09-17,5742500,810900,6217800,1424600,5380900,850000,45481400,37070600,6155100,8420100,935400,3757500,3804900,2560100,27668700,23903400,8369700,38948500,7794900,7611700,10328200,12915200,4850100,4088900,1842400,4722800,2983600,2857100,39957600,5237000,15769600,4563000,1398800,593600,60912300,684200,6664200,2905000,44713900,118425000,2162100,13782900,2899900,4635000,7350300,1427200,712800,6964300,5396100,3078200,2326800,764100,11198000,19932000,64459000,82987200,16250700,22663000,13150000,8711800,25108000,13541400,14925000
