,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,Dollar Volume,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_simple,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log,retorno_log
Ticker,AGG,BIL,BND,DBC,DIA,DVY,EEM,EFA,EWG,EWJ,EWQ,EWT,EWU,EWY,EWZ,FXI,GLD,HYG,IAU,IEF,IEFA,IEMG,IJR,INDA,ITOT,IVV,IWD,IWF,IWM,JNK,LQD,MCHI,MDY,MTUM,QQQ,QUAL,SCHD,SHY,SLV,SPY,TIP,TLT,USMV,USO,VEA,VIG,VLUE,VNQ,VOO,VTI,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,AGG,BIL,BND,DBC,DIA,DVY,EEM,EFA,EWG,EWJ,EWQ,EWT,EWU,EWY,EWZ,FXI,GLD,HYG,IAU,IEF,IEFA,IEMG,IJR,INDA,ITOT,IVV,IWD,IWF,IWM,JNK,LQD,MCHI,MDY,MTUM,QQQ,QUAL,SCHD,SHY,SLV,SPY,TIP,TLT,USMV,USO,VEA,VIG,VLUE,VNQ,VOO,VTI,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,AGG,BIL,BND,DBC,DIA,DVY,EEM,EFA,EWG,EWJ,EWQ,EWT,EWU,EWY,EWZ,FXI,GLD,HYG,IAU,IEF,IEFA,IEMG,IJR,INDA,ITOT,IVV,IWD,IWF,IWM,JNK,LQD,MCHI,MDY,MTUM,QQQ,QUAL,SCHD,SHY,SLV,SPY,TIP,TLT,USMV,USO,VEA,VIG,VLUE,VNQ,VOO,VTI,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,AGG,BIL,BND,DBC,DIA,DVY,EEM,EFA,EWG,EWJ,EWQ,EWT,EWU,EWY,EWZ,FXI,GLD,HYG,IAU,IEF,IEFA,IEMG,IJR,INDA,ITOT,IVV,IWD,IWF,IWM,JNK,LQD,MCHI,MDY,MTUM,QQQ,QUAL,SCHD,SHY,SLV,SPY,TIP,TLT,USMV,USO,VEA,VIG,VLUE,VNQ,VOO,VTI,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,AGG,BIL,BND,DBC,DIA,DVY,EEM,EFA,EWG,EWJ,EWQ,EWT,EWU,EWY,EWZ,FXI,GLD,HYG,IAU,IEF,IEFA,IEMG,IJR,INDA,ITOT,IVV,IWD,IWF,IWM,JNK,LQD,MCHI,MDY,MTUM,QQQ,QUAL,SCHD,SHY,SLV,SPY,TIP,TLT,USMV,USO,VEA,VIG,VLUE,VNQ,VOO,VTI,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,AGG,BIL,BND,DBC,DIA,DVY,EEM,EFA,EWG,EWJ,EWQ,EWT,EWU,EWY,EWZ,FXI,GLD,HYG,IAU,IEF,IEFA,IEMG,IJR,INDA,ITOT,IVV,IWD,IWF,IWM,JNK,LQD,MCHI,MDY,MTUM,QQQ,QUAL,SCHD,SHY,SLV,SPY,TIP,TLT,USMV,USO,VEA,VIG,VLUE,VNQ,VOO,VTI,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,AGG,BIL,BND,DBC,DIA,DVY,EEM,EFA,EWG,EWJ,EWQ,EWT,EWU,EWY,EWZ,FXI,GLD,HYG,IAU,IEF,IEFA,IEMG,IJR,INDA,ITOT,IVV,IWD,IWF,IWM,JNK,LQD,MCHI,MDY,MTUM,QQQ,QUAL,SCHD,SHY,SLV,SPY,TIP,TLT,USMV,USO,VEA,VIG,VLUE,VNQ,VOO,VTI,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,AGG,BIL,BND,DBC,DIA,DVY,EEM,EFA,EWG,EWJ,EWQ,EWT,EWU,EWY,EWZ,FXI,GLD,HYG,IAU,IEF,IEFA,IEMG,IJR,INDA,ITOT,IVV,IWD,IWF,IWM,JNK,LQD,MCHI,MDY,MTUM,QQQ,QUAL,SCHD,SHY,SLV,SPY,TIP,TLT,USMV,USO,VEA,VIG,VLUE,VNQ,VOO,VTI,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,AGG,BIL,BND,DBC,DIA,DVY,EEM,EFA,EWG,EWJ,EWQ,EWT,EWU,EWY,EWZ,FXI,GLD,HYG,IAU,IEF,IEFA,IEMG,IJR,INDA,ITOT,IVV,IWD,IWF,IWM,JNK,LQD,MCHI,MDY,MTUM,QQQ,QUAL,SCHD,SHY,SLV,SPY,TIP,TLT,USMV,USO,VEA,VIG,VLUE,VNQ,VOO,VTI,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,101.7541732788086,78.45588684082031,75.62783813476562,12.721417427062988,276.64385986328125,79.07439422607422,46.2712516784668,62.78630447387695,28.43677520751953,59.164669036865234,28.770753860473633,36.53016662597656,24.359432220458984,79.54293823242188,24.62293815612793,41.33196258544922,182.3300018310547,66.61783599853516,37.099998474121094,105.40018463134766,59.11198806762695,54.12982940673828,84.0673828125,37.51497268676758,79.39747619628906,344.727783203125,122.43148040771484,230.60923767089844,181.96473693847656,80.63684844970703,114.29564666748047,72.85948181152344,389.95587158203125,151.33645629882812,300.1631164550781,107.42733001708984,17.66926383972168,76.40424346923828,25.350000381469727,344.2567443847656,105.33782958984375,134.7136993408203,61.70546340942383,32.380001068115234,40.419830322265625,126.9874038696289,75.32471466064453,68.24581909179688,315.5708923339844,178.80856323242188,104.16039276123047,242.7849578857422,42.84593200683594,32.4567756652832,15.711833953857422,26.672204971313477,80.04691314697266,61.50138473510742,58.50548553466797,29.902738571166992,26.242633819580078,104.27832794189453,76.5654525756836,118.04000091552734,91.5199966430664,88.06999969482422,14.619999885559082,302.32000732421875,94.76000213623047,52.0,73.33999633789062,32.15999984741211,66.76000213623047,33.630001068115234,53.779998779296875,29.68000030517578,88.31999969482422,36.56999969482422,46.29999923706055,182.3300018310547,87.12000274658203,37.099998474121094,119.9800033569336,69.48999786376953,62.540000915527344,91.04000091552734,40.310001373291016,85.12000274658203,370.2200012207031,134.88999938964844,237.74000549316406,193.5,108.66999816894531,137.42999267578125,81.23999786376953,413.3399963378906,160.07000732421875,309.30999755859375,114.36000061035156,21.07666778564453,86.38999938964844,25.350000381469727,368.7900085449219,127.79000091552734,157.5399932861328,66.93000030517578,32.380001068115234,47.47999954223633,139.27000427246094,86.13999938964844,82.16999816894531,339.0299987792969,191.8699951171875,117.44000244140625,249.66000366210938,50.34000015258789,35.849998474121094,18.979999542236328,29.079999923706055,86.41000366210938,63.95000076293945,66.72000122070312,35.380001068115234,30.559999465942383,112.94999694824219,79.70999908447266,118.13999938964844,91.5199966430664,88.0999984741211,14.880000114440918,306.6600036621094,96.83999633789062,52.810001373291016,74.41999816894531,32.65999984741211,67.62999725341797,34.25,54.33000183105469,30.209999084472656,89.69999694824219,37.88999938964844,46.880001068115234,182.39999389648438,87.4000015258789,37.099998474121094,120.05999755859375,70.4800033569336,63.40999984741211,92.80000305175781,40.900001525878906,86.62999725341797,376.82000732421875,137.25,242.25999450683594,197.88999938964844,109.04000091552734,137.88999938964844,82.26000213623047,422.760009765625,162.5,315.2900085449219,116.47000122070312,21.479999542236328,86.4000015258789,25.610000610351562,375.45001220703125,127.91999816894531,158.17999267578125,68.05999755859375,33.290000915527344,48.150001525878906,141.64999389648438,87.44999694824219,85.27999877929688,345.0899963378906,195.42999267578125,119.37000274658203,254.61000061035156,51.09000015258789,36.70000076293945,19.329999923706055,29.600000381469727,88.73999786376953,65.3550033569336,67.44000244140625,36.709999084472656,31.405000686645508,113.9000015258789,80.94499969482422,117.98999786376953,91.51000213623047,87.9800033569336,14.600000381469727,298.739990234375,94.12000274658203,51.83000183105469,73.05000305175781,31.93000030517578,66.63999938964844,33.459999084472656,53.54999923706055,29.520000457763672,87.83999633789062,36.349998474121094,46.16999816894531,180.9600067138672,86.87000274658203,36.779998779296875,119.6500015258789,69.20999908447266,62.27000045776367,89.79000091552734,40.310001373291016,84.11000061035156,366.1600036621094,133.77999877929688,234.3699951171875,190.94000244140625,108.36000061035156,137.3800048828125,80.87999725341797,409.739990234375,157.74000549316406,305.17999267578125,113.1500015258789,20.8799991607666,86.37000274658203,24.8700008392334,364.82000732421875,127.45999908447266,156.5399932861328,66.33000183105469,32.2400016784668,47.25,137.92999267578125,85.43000030517578,82.06999969482422,335.3699951171875,189.75999450683594,116.3499984741211,246.47000122070312,50.209999084472656,35.64500045776367,18.7549991607666,28.829999923706055,85.91999816894531,63.119998931884766,65.91999816894531,35.369998931884766,30.385000228881836,111.11000061035156,78.72000122070312,118.08000183105469,91.5199966430664,88.04000091552734,14.84000015258789,306.5899963378906,96.83999633789062,52.619998931884766,74.38999938964844,32.63999938964844,67.62000274658203,34.20000076293945,54.16999816894531,30.149999618530273,89.30999755859375,37.68000030517578,46.72999954223633,181.97000122070312,87.4000015258789,36.959999084472656,119.68000030517578,70.44000244140625,63.20000076293945,92.5,40.849998474121094,86.58999633789062,376.69000244140625,137.2100067138672,242.0,197.5399932861328,109.01000213623047,137.88999938964844,81.94999694824219,422.2900085449219,161.9600067138672,315.1099853515625,116.41999816894531,21.463333129882812,86.37000274658203,25.540000915527344,375.30999755859375,127.48999786376953,156.6699981689453,67.91999816894531,33.0,48.119998931884766,141.61000061035156,87.19999694824219,85.19999694824219,345.0199890136719,195.38999938964844,119.29000091552734,254.4600067138672,50.900001525878906,36.51499938964844,19.170000076293945,29.59000015258789,88.66000366210938,65.33999633789062,67.41999816894531,36.63999938964844,31.405000686645508,113.87999725341797,80.88999938964844,6414100,1588000,7568400,5740000,5106600,1151600,48201300,26703400,4783800,9211700,786300,4036600,4989300,5059400,23196000,18623700,14331400,34528300.0,16074700,5499000,16828100,17414000,5909100,4324800,3729600,7103700,3598100,1927000,33664200,7586100,14891400,4094900,2254200,1049100,45305900.0,949900.0,7476900,2989300,54026000,110210800.0,3859900,13152900.0,6084100,14340200,16916400,2700900,1057400,5311500,5402600.0,8825800,3921600,1299500,24105400,18266000,67717600.0,47086300,16200700,21017200,12992600,4967000,25260600,12911800,18120400,652661442.8276062,124587948.30322266,572381730.1391602,73020936.03134155,1412709534.777832,91062072.39074707,2230334483.5292816,1676607802.8877258,136035845.23773193,545007181.7668915,22622443.760490417,147457670.602417,121536515.17753601,402439541.69311523,571153673.4695435,769754071.6026306,2613044188.241577,2300200626.7082214,596371345.4719543,579595615.2877808,994742446.4008331,942616849.2889404,496762571.77734375,162244753.87573242,296120827.2216797,2448842753.540039,440520709.6549988,444384000.9918213,6125697297.244263,611719196.0243225,1702022192.7841187,298352292.0700073,879038525.7202148,158767076.3031006,13599160137.802124,102045220.78323364,132111318.80321503,228395205.002594,1369559120.6092834,37940811204.04053,406593488.4338379,1771875816.0598755,375422209.9292755,464335691.3169861,683758017.6635742,342980279.1114807,79648353.28216553,362487668.1060791,1704903302.923584,1578128617.376709,408475396.2524414,315499052.772522,1032818329.397583,592855464.302063,1063967686.9537354,1255895444.9407578,1296816025.82016,1292586903.2546997,760138371.357727,148526902.48298645,662904675.8628845,1346420914.7201538,1387396626.852417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,101.65077209472656,78.44729614257812,75.49906921386719,13.078173637390137,278.03460693359375,79.98395538330078,47.383541107177734,63.43695831298828,28.5782527923584,59.714134216308594,28.941858291625977,37.31130599975586,24.736970901489258,81.5333251953125,24.76433563232422,42.45676803588867,182.8699951171875,66.64075469970703,37.18000030517578,105.1541748046875,59.775489807128906,55.29829025268555,85.85880279541016,38.19435501098633,79.99444580078125,347.0091552734375,123.48432159423828,231.8119659423828,184.7764892578125,80.68883514404297,113.92971801757812,75.20024871826172,395.7201843261719,152.70730590820312,302.6376953125,107.85945892333984,17.81178092956543,76.40424346923828,25.670000076293945,346.6277770996094,105.30487060546875,133.71319580078125,61.76999282836914,33.939998626708984,40.87953186035156,127.39773559570312,76.25161743164062,68.34547424316406,317.6466369628906,180.25306701660156,104.94088745117188,244.36033630371094,43.84175109863281,33.18558120727539,16.41547203063965,26.79143714904785,80.8343276977539,61.900482177734375,58.50548553466797,29.868932723999023,26.238344192504883,105.03536987304688,77.13700103759766,117.91999816894531,91.51000213623047,87.91999816894531,15.029999732971191,303.8399963378906,95.8499984741211,53.25,74.0999984741211,32.31999969482422,67.37999725341797,33.83000183105469,54.93000030517578,30.139999389648438,90.52999877929688,36.779998779296875,47.560001373291016,182.8699951171875,87.1500015258789,37.18000030517578,119.69999694824219,70.2699966430664,63.88999938964844,92.9800033569336,41.040000915527344,85.76000213623047,372.6700134277344,136.0500030517578,238.97999572753906,196.49000549316406,108.73999786376953,136.99000549316406,83.8499984741211,419.45001220703125,161.52000427246094,311.8599853515625,114.81999969482422,21.246667861938477,86.38999938964844,25.670000076293945,371.3299865722656,127.75,156.3699951171875,67.0,33.939998626708984,48.02000045776367,139.72000122070312,87.19999694824219,82.29000091552734,341.260009765625,193.4199981689453,118.31999969482422,251.27999877929688,51.5099983215332,36.654998779296875,19.829999923706055,29.209999084472656,87.26000213623047,64.36499786376953,66.72000122070312,35.34000015258789,30.55500030517578,113.7699966430664,80.30500030517578,118.05999755859375,91.5199966430664,88.04000091552734,15.079999923706055,305.04998779296875,96.4800033569336,53.27000045776367,74.27999877929688,32.38999938964844,67.56999969482422,33.900001525878906,55.029998779296875,30.260000228881836,90.66000366210938,37.029998779296875,47.56999969482422,183.2100067138672,87.25,37.2599983215332,119.88999938964844,70.41999816894531,63.939998626708984,93.62000274658203,41.040000915527344,86.0,373.8299865722656,136.7100067138672,239.25,197.6199951171875,108.8499984741211,137.05999755859375,83.87999725341797,421.29998779296875,161.66000366210938,312.1400146484375,115.1500015258789,21.363332748413086,86.4000015258789,25.739999771118164,372.5,127.80000305175781,156.9499969482422,67.12000274658203,34.119998931884766,48.13999938964844,140.05999755859375,87.6500015258789,82.87000274658203,342.3900146484375,193.9499969482422,118.81999969482422,251.55999755859375,51.5099983215332,36.755001068115234,20.350000381469727,29.34000015258789,87.58999633789062,64.47000122070312,66.86000061035156,35.68000030517578,30.71500015258789,114.16000366210938,80.52999877929688,117.75,91.51000213623047,87.81999969482422,14.890000343322754,301.3800048828125,94.69000244140625,52.4900016784668,73.5199966430664,32.04999923706055,67.0,33.470001220703125,54.59000015258789,29.799999237060547,89.7300033569336,35.77000045776367,46.72999954223633,181.82000732421875,86.9800033569336,36.97999954223633,119.58000183105469,69.69000244140625,63.0099983215332,90.80000305175781,40.72999954223633,84.91999816894531,369.44000244140625,134.75,236.88999938964844,193.07000732421875,108.54000091552734,136.5500030517578,82.16999816894531,412.8699951171875,159.3300018310547,308.2900085449219,113.94000244140625,21.03333282470703,86.37000274658203,25.280000686645508,368.04998779296875,127.58000183105469,155.66000366210938,66.45999908447266,33.380001068115234,47.650001525878906,138.52000427246094,86.33000183105469,82.12999725341797,338.3900146484375,191.4199981689453,117.06999969482422,248.83999633789062,50.7599983215332,35.790000915527344,19.170000076293945,28.920000076293945,86.23999786376953,63.76499938964844,66.0999984741211,35.310001373291016,30.30500030517578,112.2699966430664,79.2249984741211,118.05999755859375,91.51000213623047,88.0199966430664,14.890000343322754,301.92999267578125,94.87999725341797,52.4900016784668,73.58000183105469,32.099998474121094,67.0,33.58000183105469,54.65999984741211,29.809999465942383,89.80999755859375,35.779998779296875,46.7599983215332,182.8699951171875,87.0199966430664,37.18000030517578,119.87000274658203,69.69999694824219,63.0099983215332,90.80999755859375,40.7599983215332,84.91999816894531,369.44000244140625,134.8000030517578,236.94000244140625,193.08999633789062,108.54000091552734,137.05999755859375,82.22000122070312,412.95001220703125,159.3300018310547,308.2900085449219,113.94000244140625,21.06333351135254,86.38999938964844,25.459999084472656,368.1000061035156,127.69000244140625,156.9499969482422,66.75,33.380001068115234,47.65999984741211,139.1199951171875,86.33000183105469,82.16999816894531,338.3999938964844,191.49000549316406,117.37999725341797,248.83999633789062,50.7599983215332,35.790000915527344,19.184999465942383,29.06999969482422,86.25,63.80500030517578,66.62000274658203,35.400001525878906,30.625,112.75,79.25,7477900,940300,6452700,2395800,3355200,1260400,53358000,19748500,5248300,5756200,2874000,5833600,4346700,4274900,26691000,30140700,12718800,33725500.0,11376700,5004400,9754500,16305800,4135000,3571800,2234800,4310500,2024800,1324500,27442900,6113600,16294400,4352700,1522400,811800,29323400.0,719000.0,4403100,2529400,32882000,66426200.0,3888000,10458100.0,4288100,13616800,16523300,1376600,907000,4932600,3299700.0,3894000,2105800,929800,15242700,26812000,95473400.0,35265400,16004600,12361400,10871900,4432400,16666600,11081900,6262400,760134308.6471558,73763992.56286621,487172843.9163208,31332688.40045929,932861713.1835938,100811777.3651123,2528290986.3967896,1252784771.244049,149987244.13013458,343726499.3759155,83178900.73013306,217659234.68017578,107524191.41750336,348546811.8774414,660984882.3623657,1279676708.3393097,2325886893.8964844,2247492772.6249695,422985709.4718933,526233552.3925781,583080015.3236389,901682861.20224,355026149.559021,136422597.22824097,178771587.47558594,1495782963.8061523,250031054.36401367,307034948.89068604,5070802717.053223,493299262.5366211,1856416397.265625,327324122.5959778,602444408.6181641,123967790.9362793,8874366194.726562,77550950.96588135,78427052.61096954,193256893.4310913,844080942.5086975,23025166047.174072,409425336.9140625,1398385973.0041504,264875906.2473297,462154173.3001709,675464768.788147,175375722.82104492,69160217.01049805,337120886.25183105,1048138607.9864502,701905442.9626465,220984520.79467773,227206240.69519043,668266659.4711304,889771803.3294678,1567240927.3700714,944810747.6360321,1293721081.0714722,765176620.3918457,636065788.1843567,132391057.40585327,437303987.3188019,1163991465.3961182,483062755.29785156,-0.0010161861744845124,-0.00010949717845409879,-0.0017026656331095014,0.028043746883755327,0.005027211053951541,0.011502600381940509,0.02403845559312079,0.010362989899844077,0.004975162753386275,0.009287048983591673,0.005947165374328822,0.02138340571443842,0.015498665059737515,0.02502279909593952,0.005742510308872184,0.02721393759403612,0.0029616260665272787,0.0003440325076362605,0.0021563836750693177,-0.0023340549878599903,0.011224486964350966,0.021586265073316735,0.021309334524016954,0.018109631316841845,0.007518747863173081,0.006617894412555225,0.008599431968128846,0.005215438391070748,0.01545218247580915,0.0006447014650921012,-0.003201597441125137,0.03212714184261545,0.014781961663393073,0.009058290665060476,0.008244113689405363,0.004022523003980982,0.008065819331044333,0.0,0.012623261933287111,0.006887396553642233,-0.00031288839444798544,-0.007426887873577148,0.0010457650810780095,0.04817781059710624,0.011373168427990743,0.003231278958151451,0.012305426912959438,0.0014602381903152661,0.006577744270245933,0.00807849332306354,0.00749320033508849,0.006488780984158504,0.023241858565195672,0.02245465013247583,0.04478395576535954,0.00447027824893409,0.00983691337772763,0.006489243199090611,0.0,-0.0011305267939761832,-0.00016346023439139934,0.007259820387359728,0.007464834892069616,-0.001016702841704742,-0.00010950317370728158,-0.0017041168157243547,0.027657721461913365,0.005014616820073314,0.011436948439897066,0.02375408020232861,0.010309662226356764,0.004962827527428271,0.009244189498582855,0.005929550789730342,0.02115798849128181,0.015379787472925788,0.024714855363428434,0.005726084948416865,0.026850222391527456,0.0029572490918932104,0.00034397334202207475,0.0021540620167836977,-0.0023367831401355232,0.011161959865233051,0.021356581120869578,0.02108546540546019,0.01794760517549321,0.007490622966485283,0.006596092285914068,0.00856266747187906,0.0052018850960902085,0.015334013264265423,0.000644493734379914,-0.003206733519578897,0.031621858930839686,0.01467377332228903,0.009017510431311493,0.008210316608407986,0.004014454288813418,0.008033464472824825,0.0,0.012544252769846942,0.0068637867825769305,-0.00031293735423520985,-0.0074546045228904845,0.0010452186497014182,0.047053238107392925,0.01130898017202675,0.0032260695952190943,0.012230330581190607,0.0014591730792803403,0.00655620531065626,0.008046036977619409,0.007465265768868079,0.006467819472404379,0.02297587991132044,0.022206256002563762,0.04381012314853683,0.004460316232745676,0.009788845911936406,0.006468278707355779,0.0,-0.001131166321439725,-0.00016347359547141949,0.0072335947438118,0.007437110896631793
